"","gender","university","living_zone","grade","tech_experience","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams.","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers..1","df.ai_training","df.knowledge_merged"
"4351","Female","Governnmental","Urban","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"4352","Male","Governnmental","Urban","6","5","1","0","1","1","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4353","Male","Governnmental","Urban","1","1","0","0","0","0","1","1","1","1","1","1","1","9","1","1","1","1","1","9","0","1","1","1","1","9","1","1","9","9","0","1","9","1","1","D/SD","Yes","low"
"4354","Female","Governnmental","Urban","1","1","0","0","0","0","0","0","9","9","9","9","0","0","0","0","0","1","0","0","0","0","0","0","0","9","0","0","0","0","0","0","1","1","1","D/SD","No","low"
"4355","Female","Governnmental","Rural","1","3","9","9","1","1","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","9","1","1","1","1","1","1","1","9","1","N","Yes","low"
"4356","Male","Private","Urban","1","4","1","0","0","0","0","0","9","9","9","9","1","1","1","1","1","0","9","9","0","1","1","1","0","9","1","1","1","9","9","1","1","1","1","A/SA","No","low"
"4357","Male","Private","Rural","1","5","1","1","1","9","0","0","1","1","1","0","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"4358","Female","Governnmental","Urban","1","2","0","0","0","0","1","0","9","9","9","9","9","1","9","9","0","1","1","1","9","9","9","1","9","9","9","9","1","9","9","1","1","0","9","D/SD","No","low"
"4359","Female","Governnmental","Urban","1","1","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"4360","Male","Governnmental","Urban","1","3","9","0","0","0","0","0","9","9","9","1","1","1","0","0","0","9","9","9","9","9","9","1","0","9","1","1","1","1","1","9","1","1","1","N","No","low"
"4361","Male","Governnmental","Rural","1","2","0","9","9","0","0","1","9","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","9","0","0","9","0","1","9","1","1","0","D/SD","No","low"
"4362","Female","Governnmental","Urban","5","3","9","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","0","9","9","1","1","1","1","1","1","N","Yes","low"
"4363","Female","Governnmental","Urban","1","4","1","1","9","1","1","1","1","1","1","1","1","1","9","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","9","1","1","1","A/SA","No","high/moderate"
"4364","Female","Governnmental","Urban","1","3","9","1","9","9","0","0","9","9","9","9","1","1","1","9","0","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","N","No","low"
"4365","Male","Private","Urban","3","3","9","1","9","9","1","0","1","9","1","1","1","1","9","0","0","9","1","1","9","1","1","1","9","9","1","1","1","1","1","1","1","1","1","N","No","high/moderate"
"4366","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","1","1","9","1","1","0","9","1","1","1","1","1","9","1","1","1","D/SD","No","low"
"4367","Female","Governnmental","Urban","1","1","0","0","0","0","0","0","1","1","1","0","1","9","9","1","9","1","1","1","0","1","1","1","9","9","1","1","0","0","0","0","1","1","1","D/SD","No","low"
"4368","Female","Private","Urban","1","3","9","9","0","9","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","0","9","0","9","9","9","9","N","No","low"
"4369","Male","Governnmental","Urban","1","5","1","1","1","1","0","0","0","9","9","9","1","1","9","0","0","0","9","1","0","1","0","1","0","9","1","1","9","1","9","1","1","1","1","A/SA","Yes","low"
"4370","Female","Governnmental","Urban","1","4","1","9","0","0","1","0","9","9","9","1","1","1","0","0","0","9","9","9","1","9","1","1","0","9","0","0","0","0","0","1","1","1","1","A/SA","No","low"
"4371","Male","Governnmental","Urban","6","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","9","9","9","1","1","1","9","9","1","1","0","0","0","9","9","9","9","D/SD","No","low"
"4372","Female","Governnmental","Urban","5","1","0","0","0","0","1","0","9","9","1","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","0","0","0","1","9","1","1","D/SD","No","low"
"4373","Female","International","Rural","1","4","1","0","0","0","0","0","9","9","9","9","0","1","0","0","0","1","0","0","1","0","0","0","0","9","0","0","9","0","9","9","0","0","0","A/SA","No","low"
"4374","Male","Governnmental","Urban","1","5","1","9","9","9","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4375","Female","Governnmental","Urban","5","2","0","0","0","0","1","0","0","0","1","9","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","0","0","0","9","9","9","9","D/SD","No","low"
"4376","Female","Governnmental","Urban","Intern (Emtyaz)","1","0","0","0","0","1","0","9","9","9","9","1","1","0","0","0","1","1","1","1","1","1","1","1","9","1","1","9","0","0","9","9","9","9","D/SD","No","low"
"4377","Female","Governnmental","Urban","1","2","0","1","0","9","0","0","1","0","1","0","9","9","9","0","0","1","9","9","9","9","9","1","1","9","9","9","0","9","9","1","9","9","9","D/SD","No","low"
"4378","Male","Governnmental","Urban","1","2","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","9","9","9","9","9","1","1","9","9","1","1","0","0","0","9","1","1","1","D/SD","No","low"
"4379","Female","Governnmental","Urban","6","1","0","0","0","0","0","0","9","9","9","9","9","9","1","1","0","1","0","0","1","1","1","1","1","9","9","9","9","0","0","1","1","1","1","D/SD","No","low"
"4380","Male","Governnmental","Urban","1","4","1","9","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","9","9","9","1","1","1","1","A/SA","No","low"
"4381","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","1","9","9","1","1","1","9","9","0","1","9","9","1","0","1","9","9","9","0","9","0","9","9","1","1","1","9","D/SD","No","low"
"4382","Female","Governnmental","Urban","1","3","9","0","0","0","0","0","1","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","9","9","1","1","1","1","9","1","1","1","9","N","No","low"
"4383","Female","Governnmental","Rural","1","4","1","1","1","9","1","0","9","9","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","9","1","1","1","1","1","9","1","1","0","A/SA","No","high/moderate"
"4384","Female","Governnmental","Urban","3","1","0","0","0","0","0","0","9","9","9","9","1","1","1","0","0","9","9","9","1","1","1","1","1","9","1","1","1","9","9","1","1","1","1","D/SD","No","low"
"4385","Female","Governnmental","Urban","3","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","1","9","9","1","9","9","1","1","0","0","0","9","9","9","9","D/SD","No","low"
"4386","Male","Governnmental","Rural","3","2","0","9","0","0","0","0","9","9","9","9","1","1","1","9","9","1","9","9","1","1","9","1","9","9","1","1","9","9","9","1","1","1","9","D/SD","No","low"
"4387","Female","Governnmental","Urban","5","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","9","9","9","9","9","9","1","9","1","1","0","0","1","9","0","0","1","D/SD","No","low"
"4388","Female","Governnmental","Urban","2","4","1","0","9","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","9","9","9","1","1","1","9","A/SA","No","low"
"4389","Male","Governnmental","Urban","4","3","9","0","0","0","0","0","9","9","9","9","1","1","1","1","9","9","9","9","1","1","1","1","1","9","1","1","1","1","9","9","9","9","9","N","No","low"
"4390","Female","Governnmental","Urban","1","2","0","0","0","0","1","0","9","1","0","9","0","0","0","0","0","1","0","0","9","1","9","0","1","9","1","9","0","0","0","1","1","9","1","D/SD","No","low"
"4391","Female","Governnmental","Rural","2","3","9","9","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","9","1","1","1","1","1","1","1","1","1","N","No","low"
"4392","Male","Governnmental","Urban","1","1","0","0","0","0","0","0","9","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","9","9","1","0","1","0","0","0","D/SD","No","low"
"4393","Female","Governnmental","Urban","1","3","9","0","0","0","1","0","9","9","1","1","1","1","0","0","0","1","9","9","1","1","0","1","0","9","9","0","9","9","9","1","1","0","0","N","No","low"
"4394","Female","Governnmental","Rural","1","2","0","9","0","1","1","0","1","9","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","9","9","1","1","1","1","1","1","9","1","D/SD","No","high/moderate"
"4395","Female","Governnmental","Urban","1","1","0","0","0","0","0","0","9","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","9","9","9","9","D/SD","No","low"
"4396","Male","Governnmental","Urban","1","3","9","0","9","0","1","1","9","0","1","1","1","9","1","9","0","1","1","9","1","1","1","1","1","9","1","9","9","9","9","1","1","1","9","N","No","low"
"4397","Female","Governnmental","Urban","2","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","9","0","9","1","1","9","9","1","1","9","0","0","1","1","9","0","N","No","low"
"4398","Female","Governnmental","Urban","1","3","9","0","0","0","1","0","1","0","1","9","1","1","9","0","0","9","1","1","1","9","1","1","9","9","1","1","1","1","9","1","9","1","1","N","No","low"
"4399","Male","Governnmental","Urban","1","3","9","0","0","9","0","0","9","0","1","1","1","1","9","0","0","1","0","9","1","9","9","9","1","9","1","1","1","1","1","1","1","1","1","N","No","low"
"4400","Female","Private","Urban","2","3","9","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","9","9","1","9","9","9","N","No","high/moderate"
"4401","Female","Private","Rural","2","3","9","0","1","1","0","0","9","1","1","0","1","1","0","0","0","9","1","1","1","0","1","1","9","9","1","1","1","1","1","1","1","1","9","N","No","low"
"4402","Female","Private","Rural","1","3","9","9","9","0","0","0","9","9","9","9","1","1","1","0","0","9","1","1","1","1","1","9","0","9","9","1","1","1","1","9","1","1","1","N","No","low"
"4403","Female","Private","Urban","2","3","9","0","0","0","0","0","9","9","9","9","1","0","0","0","0","9","0","0","1","9","1","0","9","9","1","0","9","9","9","0","1","0","0","N","No","low"
"4404","Female","Private","Rural","3","4","1","9","0","0","0","0","9","9","9","9","1","1","1","9","0","1","1","1","9","1","1","1","9","9","1","9","1","1","1","1","1","9","9","A/SA","No","low"
"4405","Female","Private","Urban","3","2","0","1","9","1","1","0","1","9","1","9","1","1","9","0","0","9","1","1","1","1","1","1","9","9","1","9","9","1","1","1","1","1","1","D/SD","No","low"
"4406","Female","Private","Urban","2","3","9","0","9","0","0","0","9","9","9","9","1","1","9","0","0","9","9","9","1","9","1","9","1","9","9","9","0","0","0","9","1","9","9","N","No","low"
"4407","Female","Governnmental","Urban","2","4","1","9","1","9","1","0","0","1","1","9","1","1","9","9","0","1","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"4408","Female","Private","Rural","1","2","0","0","0","1","1","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","9","9","1","1","1","9","9","9","1","1","0","D/SD","No","low"
"4409","Female","Private","Urban","3","4","1","0","0","0","0","0","0","9","0","1","9","9","9","9","9","9","9","9","0","9","1","9","1","9","0","1","0","1","9","9","1","1","1","A/SA","No","low"
"4410","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","1","1","1","1","1","1","9","0","1","1","1","9","1","1","9","9","1","1","1","9","9","1","1","1","1","N","No","low"
"4411","Female","Governnmental","Urban","2","3","9","0","0","0","0","0","1","0","9","1","1","9","0","0","1","1","9","0","0","1","1","9","0","9","1","9","9","9","0","1","1","1","9","N","No","low"
"4412","Female","Private","Rural","3","4","1","9","1","1","1","1","9","9","9","1","1","1","9","0","0","0","1","1","1","9","1","1","0","9","1","1","1","9","9","1","1","1","1","A/SA","No","high/moderate"
"4413","Male","Private","Rural","2","2","0","1","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","1","9","9","0","0","0","0","D/SD","No","low"
"4414","Female","Private","Urban","2","1","0","0","0","0","0","0","9","9","9","1","1","1","1","9","0","1","9","1","9","1","1","1","9","9","1","1","1","1","1","9","1","1","1","D/SD","No","low"
"4415","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","9","9","0","9","0","0","9","9","9","9","9","9","9","D/SD","No","low"
"4416","Male","International","Rural","2","2","0","0","0","9","1","1","9","1","1","0","1","1","9","9","0","1","9","9","1","0","9","1","0","9","9","1","1","9","1","1","9","1","1","D/SD","No","low"
"4417","Male","Private","Rural","2","1","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","0","0","0","0","1","9","1","0","9","1","1","1","1","1","1","1","9","9","D/SD","No","low"
"4418","Male","Governnmental","Urban","3","3","9","9","1","1","1","1","1","0","9","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","Yes","high/moderate"
"4419","Female","Private","Urban","2","3","9","9","9","9","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","1","1","1","1","0","9","9","1","N","No","high/moderate"
"4420","Male","Private","Rural","2","5","1","1","1","1","1","0","9","9","1","1","1","1","0","0","0","9","1","1","1","0","1","1","9","9","1","1","1","1","1","1","9","0","9","A/SA","No","high/moderate"
"4421","Female","Private","Rural","1","3","9","9","9","1","0","0","1","0","1","1","1","1","0","0","0","9","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","0","1","N","No","low"
"4422","Male","Governnmental","Urban","6","4","1","9","9","9","0","0","9","9","9","9","1","1","0","0","0","0","9","1","1","9","0","1","0","9","9","1","1","1","1","1","1","1","1","A/SA","No","low"
"4423","Male","International","Rural","2","5","1","1","9","0","0","0","9","9","9","9","1","1","9","0","0","0","1","1","1","1","1","1","1","9","1","9","1","9","9","0","1","1","1","A/SA","No","low"
"4424","Female","Governnmental","Urban","1","1","0","9","0","0","0","0","9","0","9","1","1","1","0","0","0","9","1","1","1","9","1","1","1","9","1","1","1","1","1","9","1","1","9","D/SD","No","low"
"4425","Male","Governnmental","Urban","1","3","9","0","0","0","0","0","1","1","1","9","1","1","9","0","0","9","9","1","1","9","1","1","0","9","1","1","1","1","1","1","1","1","1","N","No","low"
"4426","Male","Governnmental","Urban","1","3","9","0","0","0","1","0","9","9","1","1","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","1","1","1","1","1","1","1","N","No","low"
"4427","Female","Governnmental","Urban","1","4","1","0","0","0","0","0","9","9","9","9","1","1","9","9","9","1","1","1","1","0","1","1","1","9","1","1","1","1","1","1","9","9","9","A/SA","No","low"
"4428","Female","Governnmental","Rural","1","2","0","0","0","0","0","0","9","9","1","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","0","0","0","9","9","9","9","D/SD","No","low"
"4429","Male","Governnmental","Urban","1","4","1","1","1","1","0","1","9","9","9","9","9","1","0","0","0","9","9","9","1","1","9","1","9","9","1","1","1","1","1","1","1","1","9","A/SA","No","low"
"4430","Female","Governnmental","Urban","1","3","9","0","0","0","0","0","9","9","9","9","1","1","1","0","0","1","0","0","0","0","0","0","0","9","1","1","1","1","1","9","1","1","1","N","No","low"
"4431","Female","Governnmental","Urban","1","4","1","9","1","9","0","0","9","9","1","9","1","1","9","0","0","9","1","1","1","9","1","1","9","9","0","0","0","0","0","1","1","1","0","A/SA","Yes","low"
"4432","Female","Private","Rural","2","3","9","0","0","0","0","0","1","0","1","1","1","1","9","9","0","1","0","0","9","1","1","1","0","9","1","1","1","0","9","1","1","1","0","N","No","low"
"4433","Female","Governnmental","Rural","2","4","1","1","1","1","1","1","9","9","1","9","1","1","1","9","0","9","1","1","1","1","1","1","0","9","0","0","0","0","0","1","1","1","1","A/SA","No","high/moderate"
"4434","Female","Governnmental","Rural","Intern (Emtyaz)","2","0","9","9","9","1","0","9","9","9","9","1","1","9","0","0","9","1","1","1","9","1","1","0","9","0","0","0","0","0","1","9","9","1","D/SD","No","low"
"4435","Female","Governnmental","Rural","6","4","1","9","9","0","0","0","9","9","9","9","9","1","1","0","0","9","1","9","1","1","1","1","1","9","1","1","1","9","1","1","9","9","1","A/SA","No","low"
"4436","Female","Governnmental","Rural","6","4","1","1","1","1","0","0","9","9","9","9","1","1","1","1","0","1","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","9","9","A/SA","No","low"
"4437","Female","Governnmental","Rural","4","4","1","1","9","1","0","0","9","9","9","9","1","1","9","9","9","0","0","0","0","0","0","1","9","9","1","9","9","9","9","9","0","1","9","A/SA","No","low"
"4438","Female","Governnmental","Rural","5","5","1","1","1","1","1","1","1","1","1","1","1","1","9","0","0","1","1","9","1","9","1","1","9","9","1","1","1","9","1","1","1","1","1","A/SA","Yes","high/moderate"
"4439","Female","Governnmental","Rural","Intern (Emtyaz)","5","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","9","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","high/moderate"
"4440","Female","Governnmental","Rural","1","2","0","9","9","1","0","0","9","9","9","9","9","9","9","0","0","9","9","9","1","9","1","1","9","9","9","9","9","9","9","9","9","9","9","D/SD","No","low"
"4441","Female","Governnmental","Rural","Intern (Emtyaz)","3","9","9","9","9","1","1","9","9","9","9","1","1","9","9","9","0","9","1","1","9","1","1","9","9","1","1","9","9","9","9","1","1","1","N","No","low"
"4442","Female","Governnmental","Urban","1","2","0","9","1","9","0","1","0","0","1","0","9","1","1","9","0","0","1","1","1","1","1","9","9","9","1","1","1","1","9","1","1","1","1","D/SD","No","low"
"4443","Female","Governnmental","Rural","4","5","1","0","1","0","0","0","9","1","1","9","1","9","0","0","0","1","9","1","1","0","0","1","1","9","1","1","1","1","1","9","1","1","1","A/SA","No","low"
"4444","Female","Governnmental","Rural","5","1","0","0","0","1","0","0","1","9","9","1","1","9","0","9","0","1","9","0","1","9","1","1","0","9","1","1","1","1","1","9","1","1","1","D/SD","Yes","low"
"4445","Female","Governnmental","Rural","4","4","1","1","1","1","0","0","9","9","1","1","1","1","1","9","1","9","1","1","9","9","1","1","9","9","1","1","1","1","1","1","9","1","9","A/SA","No","low"
"4446","Female","Governnmental","Urban","1","3","9","9","9","0","0","0","9","9","9","9","1","1","0","9","9","0","1","1","1","9","1","1","9","9","1","1","9","9","9","1","1","0","1","N","No","low"
"4447","Male","Governnmental","Rural","4","5","1","1","1","0","0","0","9","9","9","9","1","1","1","9","0","1","1","1","1","9","1","1","0","9","1","1","1","1","1","0","0","0","0","A/SA","No","low"
"4448","Female","Governnmental","Rural","5","4","1","1","1","0","0","0","1","0","1","1","1","1","9","0","0","1","9","9","1","0","9","9","9","9","1","1","1","1","1","1","1","9","9","A/SA","No","low"
"4449","Female","Governnmental","Urban","4","5","1","1","1","1","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","1","9","1","9","1","0","0","A/SA","No","low"
"4450","Female","Governnmental","Rural","5","5","1","1","1","1","1","0","9","9","1","0","1","9","9","1","9","9","1","0","1","0","1","0","0","9","1","1","1","1","1","9","1","1","1","A/SA","Yes","high/moderate"
"4451","Female","Governnmental","Rural","4","4","1","9","0","0","1","1","1","9","1","1","1","1","9","0","0","9","1","1","1","1","1","9","9","9","1","1","1","9","9","1","1","9","1","A/SA","No","high/moderate"
"4452","Female","Governnmental","Rural","2","4","1","1","9","9","0","0","9","9","9","9","9","1","0","0","0","9","9","9","1","1","1","1","0","9","1","1","1","1","9","1","9","0","9","A/SA","No","low"
"4453","Female","Governnmental","Urban","3","3","9","9","9","9","0","0","9","1","1","1","0","0","0","0","0","0","9","9","1","0","9","0","9","9","9","9","1","9","0","0","0","9","1","N","No","high/moderate"
"4454","Female","Governnmental","Urban","6","4","1","1","9","0","1","1","9","0","1","1","9","1","1","1","9","9","1","1","9","0","1","9","0","9","1","1","1","1","9","1","1","1","1","A/SA","Yes","high/moderate"
"4455","Female","Governnmental","Urban","1","4","1","1","1","1","0","0","9","9","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"4456","Female","Governnmental","Rural","5","2","0","0","0","0","0","0","9","1","1","9","1","0","0","0","0","1","9","9","1","0","1","0","0","9","1","1","1","0","0","9","0","0","1","D/SD","No","low"
"4457","Female","Governnmental","Rural","3","2","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","1","0","0","1","1","1","1","0","9","1","1","1","1","1","9","1","1","0","D/SD","No","low"
