"","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams."
"3288","D/SD","D/SD","D/SD","D/SD","No","No","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","N","N","D/SD","A/SA","D/SD","D/SD","A/SA","N","A/SA","A/SA","A/SA","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"3289","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","N","N","D/SD","Unsure","A/SA","D/SD","A/SA"
"3290","A/SA","D/SD","D/SD","D/SD","No","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","N","A/SA","A/SA","N","A/SA","A/SA","N","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","N","A/SA"
"3291","D/SD","N","N","D/SD","Yes","Yes","TRUE","FALSE","FALSE","I don't know","A/SA","A/SA","N","N","D/SD","D/SD","A/SA","N","A/SA","N","A/SA","A/SA","N","I don't know","D/SD","A/SA","N","N","N","Yes","A/SA","N","A/SA"
"3292","D/SD","D/SD","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","A/SA","A/SA","D/SD","A/SA","D/SD","A/SA","D/SD","A/SA","D/SD","A/SA","A/SA","A/SA","I don't know","D/SD","D/SD","N","D/SD","D/SD","Yes","N","N","N"
"3293","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","No","A/SA","A/SA","A/SA"
"3294","A/SA","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","TRUE","FALSE","A/SA","A/SA","N","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","I don't know","N","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","N"
"3295","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","FALSE","TRUE","FALSE","A/SA","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","N","N"
"3296","A/SA","N","A/SA","N","Yes","Yes","I don't know","FALSE","TRUE","TRUE","A/SA","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","N","Yes","A/SA","A/SA","A/SA"
"3297","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Unsure","A/SA","A/SA","A/SA"
"3298","N","D/SD","D/SD","A/SA","No","Yes","TRUE","TRUE","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","N","N","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","N","D/SD","N","N","Unsure","A/SA","A/SA","A/SA"
"3299","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","N","N","N","N","N","N","N","N","N","N","N","N","I don't know","N","A/SA","A/SA","A/SA","N","Unsure","N","N","N"
"3300","A/SA","A/SA","N","A/SA","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","N","D/SD","N","D/SD","Yes","A/SA","N","A/SA"
"3301","A/SA","N","A/SA","N","Yes","No","FALSE","TRUE","TRUE","TRUE","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"3302","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","N"
"3303","N","D/SD","D/SD","N","No","No","TRUE","FALSE","TRUE","I don't know","A/SA","A/SA","N","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","D/SD","N","D/SD","Yes","A/SA","A/SA","A/SA"
"3304","A/SA","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","N","D/SD","D/SD","N","D/SD","D/SD","A/SA","N","A/SA","A/SA","A/SA","I don't know","D/SD","N","D/SD","D/SD","D/SD","Yes","D/SD","N","N"
"3305","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","N","N","A/SA","N","N","N","N","I don't know","N","N","N","N","N","Unsure","A/SA","A/SA","D/SD"
"3306","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","N","N","A/SA","N","N","N","N","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Yes","A/SA","D/SD","D/SD"
"3307","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","N","N","N","N","N","N","N","N","N","N","A/SA","A/SA","I don't know","A/SA","N","D/SD","D/SD","D/SD","Unsure","N","N","A/SA"
"3308","N","D/SD","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","N","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","N","N"
"3309","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","N","N","N","N","A/SA","A/SA","A/SA","N","I don't know","D/SD","D/SD","D/SD","D/SD","A/SA","No","D/SD","D/SD","D/SD"
"3310","A/SA","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","A/SA","D/SD","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","No","A/SA","N","N"
"3311","A/SA","D/SD","D/SD","D/SD","Yes","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","N","N","N","A/SA","N","Unsure","N","N","N"
"3312","D/SD","A/SA","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","N","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","N","A/SA","N"
"3313","N","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","D/SD","I don't know","A/SA","A/SA","D/SD","N","D/SD","Yes","A/SA","A/SA","A/SA"
"3314","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","I don't know","N","A/SA","A/SA","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","D/SD","A/SA","D/SD","Unsure","A/SA","A/SA","A/SA"
"3315","A/SA","N","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","N","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"3316","D/SD","D/SD","D/SD","D/SD","Yes","Yes","TRUE","FALSE","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"3317","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","N","N","A/SA","A/SA","A/SA","Yes","D/SD","N","D/SD"
"3318","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","N","D/SD","N","D/SD","I don't know","A/SA","A/SA","N","A/SA","A/SA","Yes","A/SA","N","A/SA"
"3319","N","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","N","A/SA","D/SD","D/SD","D/SD","D/SD","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","N","N","N"
"3320","D/SD","A/SA","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","N","N","N","N","A/SA","A/SA","A/SA","N","N","N","A/SA","A/SA","I don't know","N","N","N","A/SA","N","Unsure","D/SD","A/SA","A/SA"
"3321","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","N","A/SA","A/SA","Yes","A/SA","D/SD","D/SD"
"3322","N","D/SD","D/SD","N","Yes","Yes","I don't know","TRUE","TRUE","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","N","D/SD","N","D/SD","A/SA","D/SD","D/SD","I don't know","N","N","N","N","N","Unsure","N","N","N"
"3323","A/SA","N","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","N","N","N","N","N","No","A/SA","A/SA","A/SA"
"3324","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","D/SD","N","A/SA","A/SA","D/SD","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Unsure","A/SA","A/SA","N"
"3325","N","D/SD","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","A/SA","N","D/SD","A/SA","N","A/SA","A/SA","N","I don't know","D/SD","A/SA","N","A/SA","A/SA","Unsure","N","A/SA","A/SA"
"3326","A/SA","D/SD","D/SD","D/SD","No","No","TRUE","I don't know","I don't know","I don't know","D/SD","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","I don't know","D/SD","D/SD","A/SA","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"3327","N","N","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"3328","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","N","A/SA","A/SA","D/SD","N","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","N","N","N"
"3329","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","N","No","A/SA","N","A/SA"
"3330","N","N","D/SD","N","No","No","TRUE","I don't know","TRUE","TRUE","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","N","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","A/SA","A/SA"
"3331","N","A/SA","D/SD","D/SD","Yes","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","N","A/SA","A/SA","A/SA","N","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","N","A/SA"
"3332","A/SA","A/SA","A/SA","A/SA","No","No","TRUE","I don't know","TRUE","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"3333","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","N","I don't know","N","N","D/SD","D/SD","D/SD","Yes","A/SA","N","A/SA"
"3334","A/SA","N","N","N","Yes","No","TRUE","FALSE","TRUE","I don't know","A/SA","A/SA","N","N","D/SD","A/SA","A/SA","A/SA","N","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","N","N","A/SA"
"3335","D/SD","D/SD","D/SD","D/SD","No","No","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","N","N","N","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"3336","N","N","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","I don't know","N","N","N","N","N","Yes","A/SA","A/SA","A/SA"
"3337","A/SA","N","N","D/SD","Yes","No","TRUE","FALSE","TRUE","FALSE","A/SA","A/SA","N","N","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","N","N","Yes","A/SA","A/SA","N"
"3338","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","N","N","Unsure","A/SA","A/SA","A/SA"
"3339","N","D/SD","A/SA","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","N","A/SA","D/SD","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","D/SD","D/SD","N","Unsure","A/SA","A/SA","N"
"3340","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","N","N","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","N"
"3341","D/SD","D/SD","N","N","No","No","TRUE","I don't know","TRUE","I don't know","A/SA","A/SA","N","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","A/SA","A/SA"
"3342","D/SD","N","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","A/SA","D/SD","A/SA","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","D/SD","N","N","Yes","A/SA","A/SA","A/SA"
"3343","N","N","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","N","A/SA","A/SA","N","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","D/SD","Yes","A/SA","A/SA","A/SA"
"3344","A/SA","N","D/SD","N","Yes","Yes","TRUE","I don't know","I don't know","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","N","Yes","A/SA","A/SA","A/SA"
"3345","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","N","N","N","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","N","Yes","A/SA","A/SA","A/SA"
"3346","A/SA","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","D/SD","D/SD","A/SA","N","A/SA","A/SA","D/SD","I don't know","N","N","D/SD","D/SD","D/SD","Yes","A/SA","N","D/SD"
"3347","N","D/SD","D/SD","N","No","No","TRUE","I don't know","TRUE","I don't know","A/SA","A/SA","A/SA","N","N","A/SA","N","A/SA","N","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","N","N"
"3348","D/SD","D/SD","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","N","D/SD","D/SD","D/SD","D/SD","N","N","A/SA","N","N","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"3349","A/SA","N","N","N","Yes","No","TRUE","TRUE","TRUE","FALSE","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","N","N","A/SA","A/SA","N","Yes","A/SA","A/SA","A/SA"
"3350","A/SA","N","D/SD","D/SD","Yes","No","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","D/SD","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","N","N","N","Yes","A/SA","A/SA","A/SA"
"3351","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"3352","N","D/SD","N","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","N","A/SA","N","A/SA","N","D/SD","A/SA","A/SA","I don't know","A/SA","A/SA","N","A/SA","A/SA","Unsure","A/SA","A/SA","A/SA"
"3353","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","N","N","N","N","N","I don't know","A/SA","N","N","N","N","Yes","A/SA","A/SA","A/SA"
"3354","N","N","N","N","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","N","A/SA","N","A/SA","D/SD","I don't know","N","N","A/SA","N","A/SA","Yes","N","N","N"
"3355","A/SA","A/SA","D/SD","D/SD","No","No","I don't know","TRUE","I don't know","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","D/SD","D/SD","N","Yes","A/SA","A/SA","A/SA"
"3356","N","D/SD","N","N","No","No","I don't know","I don't know","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","N","N","D/SD","A/SA","D/SD","N","A/SA","N","I don't know","A/SA","A/SA","A/SA","N","A/SA","Yes","A/SA","A/SA","A/SA"
"3357","A/SA","A/SA","A/SA","A/SA","Yes","Yes","TRUE","TRUE","TRUE","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","N","A/SA","A/SA","A/SA","D/SD","Yes","N","A/SA","D/SD"
"3358","A/SA","N","N","N","Yes","No","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","N","A/SA","Yes","N","A/SA","N"
"3359","A/SA","N","D/SD","N","No","No","TRUE","TRUE","TRUE","I don't know","A/SA","A/SA","N","N","N","D/SD","N","N","N","N","A/SA","A/SA","A/SA","I don't know","A/SA","N","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"3360","N","N","D/SD","D/SD","No","No","I don't know","FALSE","TRUE","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","A/SA","Yes","A/SA","A/SA","A/SA"
"3361","A/SA","N","N","N","Yes","No","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","N","D/SD","D/SD","N","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","N","D/SD","Yes","N","N","A/SA"
"3362","N","N","N","N","No","No","TRUE","FALSE","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","D/SD","D/SD","D/SD","N","I don't know","N","N","N","N","N","Yes","N","A/SA","D/SD"
"3363","N","N","A/SA","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"3364","A/SA","A/SA","N","N","No","No","FALSE","FALSE","FALSE","FALSE","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","No","N","N","A/SA"
"3365","N","N","D/SD","A/SA","No","No","I don't know","FALSE","TRUE","FALSE","A/SA","A/SA","N","D/SD","D/SD","D/SD","N","D/SD","A/SA","N","A/SA","A/SA","D/SD","I don't know","D/SD","N","D/SD","D/SD","N","Unsure","A/SA","A/SA","A/SA"
"3366","N","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","N","A/SA","D/SD","D/SD","N","A/SA","N","N","D/SD","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Unsure","A/SA","A/SA","A/SA"
"3367","A/SA","D/SD","D/SD","N","No","No","TRUE","I don't know","TRUE","I don't know","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","N","A/SA","A/SA","N","N","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","N","D/SD"
"3368","A/SA","A/SA","A/SA","N","Yes","No","TRUE","FALSE","FALSE","FALSE","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","D/SD","D/SD","N","Yes","A/SA","A/SA","N"
