"","gender","university","living_zone","grade_merged","knowledge_merged","tech_merged","ai_training"
"4295","Male","International","Urban","Academic years","low","D/SD","No"
"4296","Male","Private","Rural","Academic years","low","N","No"
"4297","Female","Private","Rural","Clinical Years","low","N","No"
"4298","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4299","Female","Private","Rural","Academic years","low","A/SA","No"
"4300","Male","Governnmental","Rural","Academic years","low","N","No"
"4301","Male","Private","Urban","Clinical Years","low","N","No"
"4302","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4303","Female","Governnmental","Urban","Academic years","low","N","No"
"4304","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4305","Male","Private","Urban","Academic years","low","N","No"
"4306","Male","Private","Urban","Academic years","low","N","No"
"4307","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4308","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4309","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4310","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4311","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4312","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4313","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4314","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4315","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4316","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4317","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4318","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4319","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4320","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4321","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4322","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4323","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4324","Female","Private","Rural","Academic years","high/moderate","N","Yes"
"4325","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4326","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4327","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4328","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4329","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4330","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4331","Female","Private","Urban","Academic years","low","A/SA","No"
"4332","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4333","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4334","Female","Governnmental","Urban","Academic years","low","N","Yes"
"4335","Female","Governnmental","Rural","Academic years","low","N","No"
"4336","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4337","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4338","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4339","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4340","Male","Governnmental","Rural","Clinical Years","low","N","No"
"4341","Female","Private","Urban","Academic years","high/moderate","N","No"
"4342","Female","Governnmental","Urban","Academic years","low","A/SA","Yes"
"4343","Female","Private","Urban","Academic years","high/moderate","D/SD","No"
"4344","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4345","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4346","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4347","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4348","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4349","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4350","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"4351","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"4352","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4353","Male","Governnmental","Urban","Academic years","low","D/SD","Yes"
"4354","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4355","Female","Governnmental","Rural","Academic years","low","N","Yes"
"4356","Male","Private","Urban","Academic years","low","A/SA","No"
"4357","Male","Private","Rural","Academic years","high/moderate","A/SA","No"
"4358","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4359","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4360","Male","Governnmental","Urban","Academic years","low","N","No"
"4361","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4362","Female","Governnmental","Urban","Clinical Years","low","N","Yes"
"4363","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"4364","Female","Governnmental","Urban","Academic years","low","N","No"
"4365","Male","Private","Urban","Academic years","high/moderate","N","No"
"4366","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4367","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4368","Female","Private","Urban","Academic years","low","N","No"
"4369","Male","Governnmental","Urban","Academic years","low","A/SA","Yes"
"4370","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4371","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4372","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4373","Female","International","Rural","Academic years","low","A/SA","No"
"4374","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4375","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4376","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4377","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4378","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4379","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4380","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4381","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4382","Female","Governnmental","Urban","Academic years","low","N","No"
"4383","Female","Governnmental","Rural","Academic years","high/moderate","A/SA","No"
"4384","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4385","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4386","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"4387","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"4388","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4389","Male","Governnmental","Urban","Clinical Years","low","N","No"
"4390","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4391","Female","Governnmental","Rural","Academic years","low","N","No"
"4392","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"4393","Female","Governnmental","Urban","Academic years","low","N","No"
"4394","Female","Governnmental","Rural","Academic years","high/moderate","D/SD","No"
"4395","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4396","Male","Governnmental","Urban","Academic years","low","N","No"
"4397","Female","Governnmental","Urban","Academic years","low","N","No"
"4398","Female","Governnmental","Urban","Academic years","low","N","No"
"4399","Male","Governnmental","Urban","Academic years","low","N","No"
"4400","Female","Private","Urban","Academic years","high/moderate","N","No"
"4401","Female","Private","Rural","Academic years","low","N","No"
"4402","Female","Private","Rural","Academic years","low","N","No"
"4403","Female","Private","Urban","Academic years","low","N","No"
"4404","Female","Private","Rural","Academic years","low","A/SA","No"
"4405","Female","Private","Urban","Academic years","low","D/SD","No"
"4406","Female","Private","Urban","Academic years","low","N","No"
"4407","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"4408","Female","Private","Rural","Academic years","low","D/SD","No"
"4409","Female","Private","Urban","Academic years","low","A/SA","No"
"4410","Female","Governnmental","Urban","Clinical Years","low","N","No"
"4411","Female","Governnmental","Urban","Academic years","low","N","No"
"4412","Female","Private","Rural","Academic years","high/moderate","A/SA","No"
"4413","Male","Private","Rural","Academic years","low","D/SD","No"
"4414","Female","Private","Urban","Academic years","low","D/SD","No"
"4415","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4416","Male","International","Rural","Academic years","low","D/SD","No"
"4417","Male","Private","Rural","Academic years","low","D/SD","No"
"4418","Male","Governnmental","Urban","Academic years","high/moderate","N","Yes"
"4419","Female","Private","Urban","Academic years","high/moderate","N","No"
"4420","Male","Private","Rural","Academic years","high/moderate","A/SA","No"
"4421","Female","Private","Rural","Academic years","low","N","No"
"4422","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4423","Male","International","Rural","Academic years","low","A/SA","No"
"4424","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4425","Male","Governnmental","Urban","Academic years","low","N","No"
"4426","Male","Governnmental","Urban","Academic years","low","N","No"
"4427","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4428","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4429","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"4430","Female","Governnmental","Urban","Academic years","low","N","No"
"4431","Female","Governnmental","Urban","Academic years","low","A/SA","Yes"
"4432","Female","Private","Rural","Academic years","low","N","No"
"4433","Female","Governnmental","Rural","Academic years","high/moderate","A/SA","No"
"4434","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4435","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"4436","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"4437","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"4438","Female","Governnmental","Rural","Clinical Years","high/moderate","A/SA","Yes"
"4439","Female","Governnmental","Rural","Clinical Years","high/moderate","A/SA","Yes"
"4440","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4441","Female","Governnmental","Rural","Clinical Years","low","N","No"
"4442","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"4443","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"4444","Female","Governnmental","Rural","Clinical Years","low","D/SD","Yes"
"4445","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"4446","Female","Governnmental","Urban","Academic years","low","N","No"
"4447","Male","Governnmental","Rural","Clinical Years","low","A/SA","No"
"4448","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"4449","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"4450","Female","Governnmental","Rural","Clinical Years","high/moderate","A/SA","Yes"
"4451","Female","Governnmental","Rural","Clinical Years","high/moderate","A/SA","No"
"4452","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"4453","Female","Governnmental","Urban","Academic years","high/moderate","N","No"
"4454","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","Yes"
"4455","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"4456","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"4457","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"4458","Female","Private","Urban","Academic years","low","D/SD","No"
"4459","Female","Private","Urban","Academic years","high/moderate","A/SA","No"
"4460","Female","Governnmental","Urban","Academic years","low","N","No"
"4461","Female","Private","Urban","Academic years","low","A/SA","No"
"4462","Male","Private","Urban","Clinical Years","low","A/SA","No"
"4463","Female","Private","Urban","Clinical Years","low","D/SD","No"
